Temperature,Volume,D,SM1,SM2,W,Mixing,Time,SM1B,SM2B,SM3B,WB,P,I1,I2,I3,I4
45,0.7,0.02,1,1.09,0.3,300,2.25,0.007240549,0.153881385,0.320429982,0.247690609,0.757505591,0.008852667,0.050464797,7.28E-05,0.000192126
45,0.7,0.02,1,1.09,0.3,300,3,0.010488913,0.075666066,0.239944787,0.243948132,0.832551898,0.011518302,0.054158097,0.000122018,0.000299744
45,0.7,0.02,1,1.09,0.3,300,3.75,0.013767292,0.035721541,0.196185491,0.242120541,0.871736508,0.013748094,0.055918593,0.000189113,0.000414846
45,0.7,0.02,1,1.09,0.3,300,4.5,0.016233354,0.016590802,0.17336514,0.241218772,0.89051842,0.01570788,0.056737595,0.00027188,0.000533713
45,0.7,0.02,1,1.09,0.3,300,5.25,0.017686886,0.007718038,0.16151729,0.240746358,0.898630547,0.017515443,0.057116807,0.000365082,0.00065431
45,0.7,0.02,1,1.09,0.3,300,6,0.018406956,0.003621287,0.155056503,0.240470754,0.90152624,0.019237343,0.057293575,0.000463918,0.000775605
45,0.7,0.06,1,1.05,0.3,300,0.75,0.014213698,0.274881236,0.313472718,0.289851379,0.684867206,0.002033408,0.017979671,5.18E-05,4.70E-05
45,0.7,0.06,1,1.05,0.3,300,1.5,0.02681328,0.097055121,0.126644324,0.284480238,0.868487189,0.00359272,0.02324355,0.00015908,0.000136798
45,0.7,0.06,1,1.05,0.3,300,2.25,0.036785071,0.04696231,0.067691486,0.282212245,0.925692766,0.00441545,0.025344793,0.000325829,0.0002386
45,0.7,0.06,1,1.05,0.3,300,3,0.042730266,0.028555837,0.043759459,0.280875999,0.948510408,0.004919672,0.026474848,0.00053202,0.00034454
45,0.7,0.06,1,1.05,0.3,300,3.75,0.046229451,0.019849268,0.031705656,0.279914493,0.959753231,0.005271282,0.027207381,0.000760994,0.0004523
45,0.7,0.06,1,1.05,0.3,300,4.5,0.048394373,0.01495359,0.024664983,0.279143095,0.966151958,0.005537895,0.02773635,0.001003422,0.000561021
45,0.7,0.06,1,1.05,0.3,300,5.25,0.049798254,0.011865819,0.020117148,0.278484152,0.970163239,0.005751525,0.028144545,0.00125417,0.000670314
45,0.7,0.06,1,1.05,0.3,300,6,0.050738832,0.009758066,0.016964041,0.277898947,0.972850993,0.005929369,0.028473681,0.001510239,0.00077998
45,0.7,0.06,1,1.09,0.05,100,0.75,0.026306829,0.117312294,0.258653897,0.047993709,0.782113575,0.003804525,0.003745256,2.38E-05,9.21E-05
45,0.7,0.06,1,1.09,0.05,100,1.5,0.049564682,0.018665105,0.134571947,0.047451807,0.900847551,0.006400177,0.00422558,8.54E-05,0.000248814
45,0.7,0.06,1,1.09,0.05,100,2.25,0.057292371,0.00426985,0.110590013,0.047279072,0.920937007,0.008263104,0.004313916,0.000169769,0.000415439
45,0.7,0.06,1,1.09,0.05,100,3,0.059268546,0.001119064,0.103719235,0.047166847,0.924290254,0.009937681,0.004335408,0.000260502,0.000583815
45,0.7,0.06,1,1.09,0.05,100,3.75,0.059732868,0.000308886,0.100752349,0.047068921,0.923876631,0.011543652,0.004341164,0.000352672,0.000752381
45,0.7,0.06,1,1.09,0.05,100,4.5,0.059794187,8.77E-05,0.098811802,0.046974992,0.922514055,0.013111021,0.00434277,0.000444995,0.000920767
45,0.7,0.06,1,1.09,0.05,100,5.25,0.059745388,2.55E-05,0.097169543,0.0468824,0.920913915,0.014648165,0.004343229,0.000537127,0.001088877
45,0.7,0.06,1,1.09,0.05,100,6,0.059666043,7.55E-06,0.09562959,0.046790418,0.9192668,0.016157793,0.004343364,0.000628975,0.00125669
45,1.1,0.02,1,1.05,0.3,100,0.75,0.002951345,0.852893367,0.966037007,0.307498662,0.139678216,0.000195302,0.008459981,4.28E-06,3.61E-06
45,1.1,0.02,1,1.05,0.3,100,1.5,0.003307785,0.725987539,0.845305886,0.300470089,0.259422653,0.000683565,0.015483973,8.86E-06,1.38E-05
45,1.1,0.02,1,1.05,0.3,100,2.25,0.003708661,0.61760338,0.741700929,0.294614491,0.36168093,0.00134903,0.021334543,1.39E-05,2.95E-05
45,1.1,0.02,1,1.05,0.3,100,3,0.004156537,0.525089859,0.652856765,0.289723076,0.448978344,0.002112141,0.026220423,1.94E-05,5.00E-05
45,1.1,0.02,1,1.05,0.3,100,3.75,0.004653678,0.446175835,0.576721419,0.285627982,0.523474958,0.002919203,0.03030941,2.55E-05,7.47E-05
45,1.1,0.02,1,1.05,0.3,100,4.5,0.005201471,0.378915101,0.511518574,0.282193151,0.587018387,0.003734869,0.0337375,3.23E-05,0.000102735
45,1.1,0.02,1,1.05,0.3,100,5.25,0.005798053,0.321635649,0.455711495,0.279307498,0.641190787,0.004536684,0.036615711,3.97E-05,0.000133786
45,1.1,0.02,1,1.05,0.3,100,6,0.006441719,0.272904455,0.407973457,0.276879788,0.687346285,0.005311164,0.039035217,4.79E-05,0.000167365
45,1.1,0.02,1,1.09,0.05,300,0.75,0.003103356,0.804664059,0.970790151,0.046114949,0.164367637,0.000343457,0.001832416,1.01E-06,6.00E-06
45,1.1,0.02,1,1.09,0.05,300,1.5,0.003548393,0.665844402,0.832155759,0.044649887,0.301320215,0.001176015,0.003296377,2.12E-06,2.27E-05
45,1.1,0.02,1,1.09,0.05,300,2.25,0.004057282,0.550346767,0.71622427,0.043473139,0.415027592,0.002275282,0.004471902,3.34E-06,4.83E-05
45,1.1,0.02,1,1.09,0.05,300,3,0.004634321,0.454373756,0.619397153,0.042524093,0.509374993,0.003498665,0.005419583,4.70E-06,8.12E-05
45,1.1,0.02,1,1.09,0.05,300,3.75,0.005280089,0.374734216,0.538618095,0.041756164,0.587597728,0.004757294,0.006185987,6.23E-06,0.000120295
45,1.1,0.02,1,1.09,0.05,300,4.5,0.005994366,0.308750466,0.471298947,0.04113311,0.652391222,0.005998056,0.006807334,7.94E-06,0.000164427
45,1.1,0.02,1,1.09,0.05,300,5.25,0.006772206,0.254172334,0.415252578,0.040626451,0.706002777,0.007191299,0.007312086,9.84E-06,0.000212754
45,1.1,0.02,1,1.09,0.05,300,6,0.007605306,0.209108905,0.368633469,0.040213606,0.750307737,0.008322475,0.007722808,1.20E-05,0.00026455
45,1.1,0.06,1,1.05,0.05,300,0.75,0.014007819,0.502563518,0.614090284,0.047541081,0.448196786,0.000953201,0.001970251,5.35E-06,2.22E-05
45,1.1,0.06,1,1.05,0.05,300,1.5,0.020980322,0.272987889,0.377142501,0.046512925,0.68226883,0.002365221,0.002990514,1.32E-05,7.39E-05
45,1.1,0.06,1,1.05,0.05,300,2.25,0.028913943,0.155544947,0.251129406,0.045946028,0.80585253,0.003546344,0.003546258,2.44E-05,0.000141017
45,1.1,0.06,1,1.05,0.05,300,3,0.036384501,0.094357734,0.1818573,0.045609081,0.873204703,0.004468606,0.003868694,3.89E-05,0.000216426
45,1.1,0.06,1,1.05,0.05,300,3.75,0.042525125,0.060961248,0.141767307,0.045391395,0.911743314,0.005204294,0.00406894,5.64E-05,0.000296433
45,1.1,0.06,1,1.05,0.05,300,4.5,0.047218942,0.041540913,0.117154796,0.045239435,0.935051454,0.005815127,0.004201157,7.61E-05,0.000379138
45,1.1,0.06,1,1.05,0.05,300,5.25,0.050713155,0.029508419,0.101171515,0.045126276,0.949896761,0.006341926,0.004292849,9.76E-05,0.000463514
45,1.1,0.06,1,1.05,0.05,300,6,0.053304376,0.021630799,0.090277291,0.045037528,0.959768216,0.006810578,0.004358858,0.000120299,0.000548978
45,1.1,0.06,1,1.09,0.3,100,0.75,0.01375958,0.503923397,0.723064043,0.296815119,0.424250324,0.000719415,0.008478448,2.27E-05,1.53E-05
45,1.1,0.06,1,1.09,0.3,100,1.5,0.021023859,0.264805954,0.479889433,0.292359658,0.665026705,0.001900175,0.012900114,5.65E-05,5.20E-05
45,1.1,0.06,1,1.09,0.3,100,2.25,0.030305146,0.136893382,0.343834929,0.290033239,0.798857196,0.002987808,0.015176818,0.000106212,0.000100719
45,1.1,0.06,1,1.09,0.3,100,3,0.039735989,0.071272714,0.268960528,0.288794395,0.871824332,0.00391375,0.016347766,0.000174108,0.000156098
45,1.1,0.06,1,1.09,0.3,100,3.75,0.047380913,0.038116725,0.227885874,0.288095716,0.911232599,0.004717456,0.016962089,0.000258465,0.000215073
45,1.1,0.06,1,1.09,0.3,100,4.5,0.052662675,0.021018929,0.20501631,0.287666547,0.93258938,0.005443388,0.017294635,0.000355087,0.000275993
45,1.1,0.06,1,1.09,0.3,100,5.25,0.055992362,0.011882087,0.19195173,0.28737653,0.944234573,0.006122094,0.017479971,0.000459768,0.000337968
45,1.1,0.06,1,1.09,0.3,100,6,0.057986097,0.006836054,0.184257902,0.287161342,0.950565795,0.006772121,0.017585549,0.000569378,0.00040052
65,0.7,0.02,1,1.05,0.05,300,0.75,0.004978604,0.32986648,0.411502672,0.033764705,0.609340291,0.012039787,0.017136824,1.67E-05,0.000192431
65,0.7,0.02,1,1.05,0.05,300,1.5,0.009215392,0.121821085,0.19224357,0.029217288,0.805269231,0.023511569,0.021657963,4.29E-05,0.00057903
65,0.7,0.02,1,1.05,0.05,300,2.25,0.013295044,0.052017349,0.112921642,0.027580293,0.870146075,0.030509355,0.023256084,8.18E-05,0.001028541
65,0.7,0.02,1,1.05,0.05,300,3,0.016025924,0.02575668,0.079847204,0.026832534,0.893283028,0.035242625,0.023955154,0.000130496,0.001499484
65,0.7,0.02,1,1.05,0.05,300,3.75,0.017610669,0.014241716,0.063432992,0.026420924,0.901984387,0.038859651,0.02431222,0.000185039,0.001978287
65,0.7,0.02,1,1.05,0.05,300,4.5,0.018506307,0.008497954,0.053940948,0.026160928,0.905000362,0.04185683,0.024514486,0.00024277,0.002459997
65,0.7,0.02,1,1.05,0.05,300,5.25,0.019014466,0.005352314,0.047742443,0.025978655,0.905500012,0.044464977,0.024637342,0.000302186,0.002942559
65,0.7,0.02,1,1.05,0.05,300,6,0.01930277,0.003510586,0.043292644,0.025839949,0.9047915,0.046802898,0.024715772,0.000362462,0.003425028
65,0.7,0.02,1,1.09,0.3,100,0.75,0.005553863,0.272100439,0.464802099,0.221690944,0.581187686,0.010715171,0.08654981,9.52E-05,0.000161185
65,0.7,0.02,1,1.09,0.3,100,1.5,0.011969584,0.063689065,0.256868833,0.202871218,0.765692295,0.022266253,0.105182128,0.000282601,0.000487679
65,0.7,0.02,1,1.09,0.3,100,2.25,0.016958106,0.013122222,0.196231207,0.198688319,0.808666166,0.030911129,0.109054885,0.000592743,0.000861682
65,0.7,0.02,1,1.09,0.3,100,3,0.01831284,0.002794338,0.177513851,0.197528099,0.812087057,0.038367991,0.109846057,0.000961791,0.001244422
65,0.7,0.02,1,1.09,0.3,100,3.75,0.018333058,0.000640013,0.168208948,0.196977035,0.807162043,0.045292016,0.110018422,0.001340491,0.001626289
65,0.7,0.02,1,1.09,0.3,100,4.5,0.018048822,0.000157927,0.161120781,0.196562193,0.800758046,0.051848552,0.110058952,0.001714802,0.002005381
65,0.7,0.02,1,1.09,0.3,100,5.25,0.017703373,4.17E-05,0.154753615,0.196184989,0.794269708,0.058088289,0.110069224,0.002081735,0.002381412
65,0.7,0.02,1,1.09,0.3,100,6,0.017349751,1.18E-05,0.148772933,0.195823161,0.787981098,0.064036427,0.110072005,0.002440782,0.002754426
65,0.7,0.06,1,1.05,0.3,100,0.75,0.032603793,0.076728103,0.145550362,0.255691477,0.842249146,0.007728984,0.046223889,0.000414733,0.000239315
65,0.7,0.06,1,1.05,0.3,100,1.5,0.049304748,0.015951806,0.068213616,0.250157086,0.912180683,0.011251688,0.05082269,0.001350324,0.000599114
65,0.7,0.06,1,1.05,0.3,100,2.25,0.053430842,0.005436785,0.05140968,0.247841516,0.924139413,0.013488044,0.052017242,0.002471342,0.00097161
65,0.7,0.06,1,1.05,0.3,100,3,0.054090691,0.002214054,0.044964053,0.246244341,0.926515517,0.01533533,0.052457949,0.00362781,0.001346562
65,0.7,0.06,1,1.05,0.3,100,3.75,0.053654458,0.00098384,0.041537828,0.244908345,0.926230173,0.017003476,0.052643898,0.004777856,0.001721838
65,0.7,0.06,1,1.05,0.3,100,4.5,0.052827012,0.000462128,0.039238656,0.243693992,0.925035976,0.018562688,0.052728227,0.00590788,0.002096783
65,0.7,0.06,1,1.05,0.3,100,5.25,0.051856896,0.00022645,0.037429172,0.242548458,0.923513543,0.020041455,0.052768417,0.007013225,0.002471167
65,0.7,0.06,1,1.05,0.3,100,6,0.050840562,0.000115002,0.035863039,0.241449269,0.921882596,0.021453124,0.052788337,0.008092494,0.002844907
65,0.7,0.06,1,1.09,0.05,300,0.75,0.043459528,0.039793899,0.088912529,0.03648325,0.927250426,0.015856531,0.012585215,0.000203708,0.000593562
65,0.7,0.06,1,1.09,0.05,300,1.5,0.054690623,0.009539956,0.042596725,0.035264566,0.962191524,0.021146466,0.013424141,0.000583465,0.001388398
65,0.7,0.06,1,1.09,0.05,300,2.25,0.057228287,0.003820393,0.030915874,0.034598805,0.966536048,0.024411228,0.01367759,0.000995776,0.002195202
65,0.7,0.06,1,1.09,0.05,300,3,0.057896826,0.001857361,0.025432384,0.034073462,0.966119486,0.026957264,0.01378732,0.001411389,0.003003181
65,0.7,0.06,1,1.09,0.05,300,3.75,0.057965562,0.001006454,0.022005054,0.033606147,0.964437503,0.029108421,0.013842713,0.001823312,0.00381018
65,0.7,0.06,1,1.09,0.05,300,4.5,0.057797966,0.000587522,0.01949662,0.03316949,0.962376925,0.030990226,0.013873395,0.002229287,0.004615582
65,0.7,0.06,1,1.09,0.05,300,5.25,0.057526484,0.000363229,0.017488009,0.032752096,0.96023241,0.032664973,0.013891565,0.002628511,0.005419214
65,0.7,0.06,1,1.09,0.05,300,6,0.05720687,0.000235557,0.01579467,0.032348533,0.958115077,0.034169386,0.013902913,0.003020726,0.00622106
65,1.1,0.02,1,1.05,0.3,300,0.75,0.005064721,0.506800492,0.697936064,0.228127959,0.343437811,0.004911404,0.074342921,7.59E-05,8.63E-05
65,1.1,0.02,1,1.05,0.3,300,1.5,0.007518396,0.273499166,0.486096972,0.195612754,0.538242644,0.013324867,0.106765209,0.000168769,0.000293671
65,1.1,0.02,1,1.05,0.3,300,2.25,0.010420619,0.145398084,0.362311966,0.180067343,0.645574786,0.02141374,0.122191501,0.000287888,0.000568789
65,1.1,0.02,1,1.05,0.3,300,3,0.013218405,0.076743103,0.291268289,0.172256409,0.702097012,0.02851858,0.129853933,0.00043639,0.00088056
65,1.1,0.02,1,1.05,0.3,300,3.75,0.0153846,0.040690304,0.250516256,0.168169507,0.729975401,0.034790124,0.133766636,0.000610588,0.001211115
65,1.1,0.02,1,1.05,0.3,300,4.5,0.016773688,0.021861519,0.226466498,0.165930105,0.742312035,0.040476965,0.135813815,0.000802811,0.001550558
65,1.1,0.02,1,1.05,0.3,300,5.25,0.017535446,0.011948543,0.211399939,0.164630882,0.746464346,0.045762571,0.136910317,0.001005533,0.001893594
65,1.1,0.02,1,1.05,0.3,300,6,0.017885518,0.00665037,0.201146887,0.163822725,0.74637873,0.050759972,0.137510693,0.001213314,0.002237459
65,1.1,0.02,1,1.09,0.05,100,0.75,0.004064032,0.67272561,0.813964017,0.040401666,0.312928362,0.002778121,0.008017691,5.95E-06,4.60E-05
65,1.1,0.02,1,1.09,0.05,100,1.5,0.005333655,0.45594209,0.595240064,0.035739549,0.520896651,0.008097584,0.012673076,1.27E-05,0.000162692
65,1.1,0.02,1,1.09,0.05,100,2.25,0.006849839,0.310975968,0.446046994,0.032878609,0.658814228,0.013653482,0.015526113,2.06E-05,0.000326388
65,1.1,0.02,1,1.09,0.05,100,3,0.008537256,0.214155073,0.344312217,0.031048146,0.750277639,0.018691748,0.017347246,2.99E-05,0.000521223
65,1.1,0.02,1,1.09,0.05,100,3.75,0.01027946,0.14937144,0.27460231,0.029835752,0.811022703,0.023066422,0.018548743,4.08E-05,0.000736719
65,1.1,0.02,1,1.09,0.05,100,4.5,0.011953437,0.105763765,0.226349986,0.02900765,0.851498091,0.026840271,0.019364383,5.33E-05,0.000965956
65,1.1,0.02,1,1.09,0.05,100,5.25,0.013463677,0.076101656,0.192445494,0.02842576,0.878591773,0.03012647,0.019932356,6.72E-05,0.001204369
65,1.1,0.02,1,1.09,0.05,100,6,0.014760613,0.055639645,0.168169775,0.028005944,0.896810499,0.033032683,0.020336984,8.24E-05,0.001448936
65,1.1,0.06,1,1.05,0.05,100,0.75,0.022720587,0.276778226,0.339869153,0.04316733,0.660394166,0.005659261,0.008457439,4.30E-05,0.000159342
65,1.1,0.06,1,1.05,0.05,100,1.5,0.036150115,0.109978085,0.157308584,0.040617332,0.833183986,0.010394228,0.010934471,0.000115946,0.000460158
65,1.1,0.06,1,1.05,0.05,100,2.25,0.044730753,0.057708644,0.09458124,0.039450692,0.889867177,0.013245833,0.012004961,0.000212096,0.0008011
65,1.1,0.06,1,1.05,0.05,100,3,0.049643865,0.03604455,0.066551857,0.038743317,0.913658466,0.015187082,0.012603184,0.000321248,0.001156697
65,1.1,0.06,1,1.05,0.05,100,3.75,0.052570043,0.024982313,0.051374527,0.038239429,0.925552538,0.016647573,0.012990917,0.000437404,0.001518972
65,1.1,0.06,1,1.05,0.05,100,4.5,0.054418094,0.01849691,0.042022487,0.037844743,0.932192444,0.017820741,0.013265551,0.000557456,0.00188477
65,1.1,0.06,1,1.05,0.05,100,5.25,0.055643526,0.014323254,0.035722769,0.03751644,0.936155559,0.018805126,0.01347158,0.000679729,0.002252602
65,1.1,0.06,1,1.05,0.05,100,6,0.056485689,0.011454637,0.031197892,0.03723207,0.93860855,0.019656535,0.013632421,0.000803258,0.002621671
65,1.1,0.06,1,1.09,0.3,300,0.75,0.032528983,0.148110487,0.350840211,0.2453717,0.765826943,0.010280468,0.058197764,0.000453042,0.000265117
65,1.1,0.06,1,1.09,0.3,300,1.5,0.05165197,0.027411025,0.209795023,0.236249083,0.889333789,0.018821578,0.066418258,0.001355164,0.000721239
65,1.1,0.06,1,1.09,0.3,300,2.25,0.056908067,0.006435219,0.177423971,0.233493682,0.907893962,0.025483815,0.068057503,0.002471321,0.001207644
65,1.1,0.06,1,1.09,0.3,300,3,0.057393471,0.001704679,0.165436614,0.231937602,0.907352439,0.031503276,0.068459567,0.003625337,0.001697601
65,1.1,0.06,1,1.09,0.3,300,3.75,0.056681131,0.000486736,0.158218108,0.230686138,0.902722802,0.037183201,0.06856881,0.004767558,0.002185895
65,1.1,0.06,1,1.09,0.3,300,4.5,0.055681151,0.000147701,0.152368736,0.229535719,0.897239636,0.042606718,0.068600619,0.005886167,0.002671399
65,1.1,0.06,1,1.09,0.3,300,5.25,0.054623115,4.73E-05,0.147046382,0.228433314,0.891684962,0.047803977,0.068610439,0.006978752,0.00315391
65,1.1,0.06,1,1.09,0.3,300,6,0.05356721,1.59E-05,0.142020463,0.227363592,0.886257167,0.052791061,0.068613641,0.008045272,0.003633454
55,0.9,0.04,1,1.07,0.2,200,0.75,0.011095539,0.32799425,0.515425481,0.173643251,0.597295444,0.004459362,0.024208361,5.44E-05,8.38E-05
55,0.9,0.04,1,1.07,0.2,200,1.5,0.02093825,0.10659788,0.286408543,0.166092757,0.815886337,0.00958464,0.031657319,0.000155936,0.00025933
55,0.9,0.04,1,1.07,0.2,200,2.25,0.030163194,0.035013592,0.203942328,0.16358833,0.890469946,0.013421896,0.033999668,0.000318014,0.000467425
55,0.9,0.04,1,1.07,0.2,200,3,0.035123595,0.012264305,0.173643214,0.162602625,0.914219078,0.016587433,0.034780577,0.00052281,0.000686332
55,0.9,0.04,1,1.07,0.2,200,3.75,0.037092947,0.004533082,0.1611254,0.162099372,0.920770903,0.019459325,0.035059529,0.000747111,0.000908538
55,0.9,0.04,1,1.07,0.2,200,4.5,0.037722648,0.001736793,0.154844737,0.161763726,0.921372571,0.022187348,0.035164028,0.000978258,0.001131486
55,0.9,0.04,1,1.07,0.2,200,5.25,0.037823282,0.000683084,0.150857536,0.161490589,0.919855845,0.024827914,0.035204451,0.001210972,0.001354282
55,0.9,0.04,1,1.07,0.2,200,6,0.037721178,0.000274612,0.147759965,0.161242327,0.91758112,0.027402901,0.035220473,0.001443211,0.001576602
55,0.9,0.04,1,1.07,0.2,200,0.75,0.00899336,0.413360991,0.511872781,0.177948617,0.546889885,0.0035155,0.024605963,4.26E-05,6.85E-05
55,0.9,0.04,1,1.07,0.2,200,1.5,0.015329782,0.17917697,0.276581868,0.168368805,0.773610929,0.007726406,0.034116086,0.00011226,0.00021651
55,0.9,0.04,1,1.07,0.2,200,2.25,0.022195915,0.083517808,0.174998587,0.164190026,0.868960294,0.010752782,0.038189671,0.000217454,0.000397673
55,0.9,0.04,1,1.07,0.2,200,3,0.02762867,0.042685942,0.128311377,0.162112093,0.911001978,0.012977877,0.040129891,0.000355167,0.000593008
55,0.9,0.04,1,1.07,0.2,200,3.75,0.031202415,0.02362154,0.10474965,0.160932152,0.930798097,0.0147598,0.041149033,0.000515967,0.000794772
55,0.9,0.04,1,1.07,0.2,200,4.5,0.03337294,0.013843306,0.091669798,0.160180628,0.94060846,0.016292111,0.041725404,0.00069112,0.000999638
55,0.9,0.04,1,1.07,0.2,200,5.25,0.03464299,0.008440555,0.083773813,0.159654079,0.945532747,0.01767475,0.042068406,0.000874667,0.001206057
55,0.9,0.04,1,1.07,0.2,200,6,0.035359839,0.005291636,0.078644608,0.159254456,0.947881601,0.018961332,0.042279791,0.001062905,0.001413244
55,0.9,0.04,1,1.07,0.2,200,0.75,0.009246743,0.410158692,0.486748851,0.161416189,0.580504061,0.004163927,0.026109871,4.53E-05,8.21E-05
55,0.9,0.04,1,1.07,0.2,200,1.5,0.015813234,0.17625716,0.251217362,0.151662479,0.806525192,0.008832108,0.035789083,0.0001198,0.000256054
55,0.9,0.04,1,1.07,0.2,200,2.25,0.022553558,0.084452323,0.153535645,0.147395856,0.897634448,0.012013253,0.039944689,0.000230818,0.000466226
55,0.9,0.04,1,1.07,0.2,200,3,0.027691852,0.045483802,0.109091658,0.14519885,0.937355833,0.01426195,0.041998954,0.000373558,0.000691433
55,0.9,0.04,1,1.07,0.2,200,3.75,0.031073693,0.026874523,0.086337993,0.143891412,0.956396321,0.016002518,0.043141685,0.000538265,0.000923473
55,0.9,0.04,1,1.07,0.2,200,4.5,0.033193964,0.016946702,0.073352694,0.143021108,0.966245166,0.017453027,0.043833488,0.000716766,0.001158909
55,0.9,0.04,1,1.07,0.2,200,5.25,0.034506108,0.011178348,0.065256853,0.142390531,0.971559429,0.0187252,0.044277192,0.00090364,0.001396141
55,0.9,0.04,1,1.07,0.2,200,6,0.035308336,0.007612633,0.05983855,0.141902526,0.97443019,0.019879869,0.044573348,0.001095488,0.001634346
55,0.9,0.04,1,1.07,0.2,200,0.75,0.012861121,0.271503904,0.442313085,0.16332818,0.661507401,0.007011823,0.034033637,8.94E-05,0.000138243
55,0.9,0.04,1,1.07,0.2,200,1.5,0.024585153,0.074489255,0.234760638,0.154847906,0.854902762,0.013954302,0.04233813,0.000265184,0.00041037
55,0.9,0.04,1,1.07,0.2,200,2.25,0.032878961,0.022369831,0.171382173,0.15231539,0.90804472,0.018917426,0.044603334,0.000532495,0.000720628
55,0.9,0.04,1,1.07,0.2,200,3,0.036276929,0.007452273,0.149323602,0.151296348,0.921521653,0.023048,0.04530662,0.000848252,0.001041118
55,0.9,0.04,1,1.07,0.2,200,3.75,0.037321003,0.002653885,0.139614091,0.150723584,0.923359129,0.02682263,0.045546792,0.001180843,0.001363893
55,0.9,0.04,1,1.07,0.2,200,4.5,0.037484612,0.000988578,0.133954714,0.150300344,0.92153358,0.030403763,0.045633748,0.001517127,0.001686552
55,0.9,0.04,1,1.07,0.2,200,5.25,0.037333199,0.000381317,0.129751014,0.149932321,0.918524657,0.033849188,0.045666546,0.001852353,0.002008328
55,0.9,0.04,1,1.07,0.2,200,6,0.037070294,0.000151687,0.126132096,0.149587026,0.915157939,0.037181682,0.045679344,0.00218485,0.002328975
35,0.7,0.07,1,1.04,0.05,100,0.75,0.01148611,0.418896701,0.457327088,0.047375225,0.557840887,0.000578032,0.000958268,2.09E-06,1.22E-05
35,0.7,0.07,1,1.04,0.05,100,1.5,0.019411874,0.193418363,0.223690737,0.04695527,0.790160448,0.001223193,0.001374702,5.61E-06,3.87E-05
35,0.7,0.07,1,1.04,0.05,100,2.25,0.028577125,0.10208485,0.122975331,0.046748021,0.890017691,0.001636047,0.001576433,1.11E-05,7.11E-05
35,0.7,0.07,1,1.04,0.05,100,3,0.036429684,0.06300335,0.075887599,0.046626563,0.93654999,0.00189621,0.001690406,1.86E-05,0.000106249
35,0.7,0.07,1,1.04,0.05,100,3.75,0.042171082,0.044240994,0.051275346,0.046542771,0.960777339,0.002070459,0.001765178,2.76E-05,0.000142655
35,0.7,0.07,1,1.04,0.05,100,4.5,0.046195052,0.034027581,0.036958722,0.04647777,0.9748088,0.002194483,0.001820069,3.77E-05,0.00017977
35,0.7,0.07,1,1.04,0.05,100,5.25,0.049047551,0.027861037,0.027879804,0.046423364,0.983665098,0.00228702,0.001863604,4.86E-05,0.000217314
35,0.7,0.07,1,1.04,0.05,100,6,0.051120019,0.023829099,0.021728899,0.046375536,0.989635181,0.00235852,0.001900018,6.00E-05,0.000255137
35,0.7,0.07,1,1.12,0.15,300,0.75,0.01665428,0.269348798,0.466539997,0.145822453,0.657483624,0.000975478,0.003280613,1.11E-05,1.90E-05
35,0.7,0.07,1,1.12,0.15,300,1.5,0.037201443,0.066033423,0.242511937,0.144921447,0.87944131,0.001991158,0.004156195,3.65E-05,5.80E-05
35,0.7,0.07,1,1.12,0.15,300,2.25,0.055860856,0.017276873,0.174538727,0.14466137,0.94591825,0.002716572,0.004370316,8.24E-05,0.000103455
35,0.7,0.07,1,1.12,0.15,300,3,0.064075435,0.005313086,0.153753142,0.144542749,0.965439429,0.00332511,0.004430286,0.000141088,0.000150785
35,0.7,0.07,1,1.12,0.15,300,3.75,0.066993889,0.001767681,0.146676786,0.144460016,0.971331807,0.003893153,0.004449426,0.000204681,0.000198677
35,0.7,0.07,1,1.12,0.15,300,4.5,0.067969789,0.000607009,0.143928588,0.144388273,0.972926334,0.004445959,0.004455888,0.000269963,0.000246735
35,0.7,0.07,1,1.12,0.15,300,5.25,0.06826648,0.000211417,0.14262673,0.144320233,0.973088097,0.004991959,0.00445812,0.00033577,0.00029483
35,0.7,0.07,1,1.12,0.15,300,6,0.068327133,7.42E-05,0.141821629,0.144253524,0.972760952,0.005534038,0.0044589,0.0004017,0.000342919
35,0.7,0.15,1,1.04,0.15,300,0.75,0.053027232,0.132482468,0.195895972,0.151860932,0.795689306,0.000649543,0.00205366,2.68E-05,2.22E-05
35,0.7,0.15,1,1.04,0.15,300,1.5,0.090271709,0.044233051,0.070396464,0.151404517,0.920478219,0.000986194,0.002447386,8.95E-05,5.95E-05
35,0.7,0.15,1,1.04,0.15,300,2.25,0.106404994,0.026348234,0.036312818,0.151144291,0.954206766,0.001143681,0.00262347,0.000173672,9.96E-05
35,0.7,0.15,1,1.04,0.15,300,3,0.114043768,0.019711346,0.021971657,0.150932487,0.96832616,0.001234033,0.0027418,0.000267147,0.000140689
35,0.7,0.15,1,1.04,0.15,300,3.75,0.118237777,0.016422782,0.014426944,0.150740698,0.975714119,0.00129166,0.002835437,0.000365298,0.00018219
35,0.7,0.15,1,1.04,0.15,300,4.5,0.12077326,0.014526491,0.009935816,0.150559475,0.980085506,0.001330659,0.002915871,0.000466088,0.000223934
35,0.7,0.15,1,1.04,0.15,300,5.25,0.122402248,0.013329953,0.007052985,0.150384631,0.9828717,0.001358031,0.002988327,0.000568476,0.000265827
35,0.7,0.15,1,1.04,0.15,300,6,0.123489393,0.012529702,0.005109775,0.150213978,0.984733566,0.001377707,0.003055584,0.000671871,0.000307818
